id,counts,density,name,acronym
0,0,0,b'background',b'background',b'background',b'background',b'background',b'background',b'background',b'background',b'background'
341,0,0,"b'Posterior parietal association areas, layer 2/3'",b'PTLp2/3',b'PTLp2/3',b'PTLp2/3',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
342,0,0,"b'Posterior parietal association areas, layer 4'",b'PTLp4',b'PTLp4',b'PTLp4',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
343,0,0,"b'Posterior parietal association areas, layer 5'",b'PTLp5',b'PTLp5',b'PTLp5',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
344,0,0,"b'Posterior parietal association areas, layer 6a'",b'PTLp6a',b'PTLp6a',b'PTLp6a',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
345,0,0,"b'Posterior parietal association areas, layer 6b'",b'PTLp6b',b'PTLp6b',b'PTLp6b',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
346,0,0,b'Anterior area',b'VISa',b'VISa',b'VISa',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
347,0,0,"b'Anterior area, layer 1'",b'VISa1',b'VISa1',b'VISa',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
348,0,0,"b'Anterior area, layer 2/3'",b'VISa2/3',b'VISa2/3',b'VISa',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
349,0,0,"b'Anterior area, layer 4'",b'VISa4',b'VISa4',b'VISa',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
350,0,0,"b'Anterior area, layer 5'",b'VISa5',b'VISa5',b'VISa',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
351,0,0,"b'Anterior area, layer 6a'",b'VISa6a',b'VISa6a',b'VISa',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
352,0,0,"b'Anterior area, layer 6b'",b'VISa6b',b'VISa6b',b'VISa',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
353,0,0,b'Rostrolateral visual area',b'VISrl',b'VISrl',b'VISrl',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
354,0,0,"b'Rostrolateral area, layer 1'",b'VISrl1',b'VISrl1',b'VISrl',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
355,0,0,"b'Rostrolateral area, layer 2/3'",b'VISrl2/3',b'VISrl2/3',b'VISrl',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
356,0,0,"b'Rostrolateral area, layer 4'",b'VISrl4',b'VISrl4',b'VISrl',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
357,0,0,"b'Rostrolateral area, layer 5'",b'VISrl5',b'VISrl5',b'VISrl',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
358,0,0,"b'Rostrolateral area, layer 6a'",b'VISrl6a',b'VISrl6a',b'VISrl',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
359,0,0,"b'Rostrolateral area, layer 6b'",b'VISrl6b',b'VISrl6b',b'VISrl',b'PTLp',b'Isocortex',b'CTXpl',b'CTX',b'CH'
360,0,0,b'Temporal association areas',b'TEa',b'TEa',b'TEa',b'TEa',b'Isocortex',b'CTXpl',b'CTX',b'CH'
361,0,0,"b'Temporal association areas, layer 1'",b'TEa1',b'TEa1',b'TEa1',b'TEa',b'Isocortex',b'CTXpl',b'CTX',b'CH'
362,0,0,"b'Temporal association areas, layer 2/3'",b'TEa2/3',b'TEa2/3',b'TEa2/3',b'TEa',b'Isocortex',b'CTXpl',b'CTX',b'CH'
363,0,0,"b'Temporal association areas, layer 4'",b'TEa4',b'TEa4',b'TEa4',b'TEa',b'Isocortex',b'CTXpl',b'CTX',b'CH'
364,0,0,"b'Temporal association areas, layer 5'",b'TEa5',b'TEa5',b'TEa5',b'TEa',b'Isocortex',b'CTXpl',b'CTX',b'CH'
365,0,0,"b'Temporal association areas, layer 6a'",b'TEa6a',b'TEa6a',b'TEa6a',b'TEa',b'Isocortex',b'CTXpl',b'CTX',b'CH'
366,0,0,"b'Temporal association areas, layer 6b'",b'TEa6b',b'TEa6b',b'TEa6b',b'TEa',b'Isocortex',b'CTXpl',b'CTX',b'CH'
367,0,0,b'Perirhinal area',b'PERI',b'PERI',b'PERI',b'PERI',b'Isocortex',b'CTXpl',b'CTX',b'CH'
368,0,0,"b'Perirhinal area, layer 1'",b'PERI1',b'PERI1',b'PERI1',b'PERI',b'Isocortex',b'CTXpl',b'CTX',b'CH'
369,0,0,"b'Perirhinal area, layer 2/3'",b'PERI2/3',b'PERI2/3',b'PERI2/3',b'PERI',b'Isocortex',b'CTXpl',b'CTX',b'CH'
370,0,0,"b'Perirhinal area, layer 5'",b'PERI5',b'PERI5',b'PERI5',b'PERI',b'Isocortex',b'CTXpl',b'CTX',b'CH'
371,0,0,"b'Perirhinal area, layer 6a'",b'PERI6a',b'PERI6a',b'PERI6a',b'PERI',b'Isocortex',b'CTXpl',b'CTX',b'CH'
372,0,0,"b'Perirhinal area, layer 6b'",b'PERI6b',b'PERI6b',b'PERI6b',b'PERI',b'Isocortex',b'CTXpl',b'CTX',b'CH'
373,0,0,b'Ectorhinal area',b'ECT',b'ECT',b'ECT',b'ECT',b'Isocortex',b'CTXpl',b'CTX',b'CH'
374,0,0,b'Ectorhinal area/Layer 1',b'ECT1',b'ECT1',b'ECT1',b'ECT',b'Isocortex',b'CTXpl',b'CTX',b'CH'
375,0,0,b'Ectorhinal area/Layer 2/3',b'ECT2/3',b'ECT2/3',b'ECT2/3',b'ECT',b'Isocortex',b'CTXpl',b'CTX',b'CH'
376,0,0,b'Ectorhinal area/Layer 5',b'ECT5',b'ECT5',b'ECT5',b'ECT',b'Isocortex',b'CTXpl',b'CTX',b'CH'
377,0,0,b'Ectorhinal area/Layer 6a',b'ECT6a',b'ECT6a',b'ECT6a',b'ECT',b'Isocortex',b'CTXpl',b'CTX',b'CH'
378,0,0,b'Ectorhinal area/Layer 6b',b'ECT6b',b'ECT6b',b'ECT6b',b'ECT',b'Isocortex',b'CTXpl',b'CTX',b'CH'
379,0,0,b'Olfactory areas',b'OLF',b'OLF',b'OLF',b'OLF',b'OLF',b'CTXpl',b'CTX',b'CH'
380,0,0,b'Main olfactory bulb',b'MOB',b'MOB',b'MOB',b'MOB',b'OLF',b'CTXpl',b'CTX',b'CH'
381,0,0,"b'Main olfactory bulb, glomerular layer'",b'MOBgl',b'MOBgl',b'MOBgl',b'MOB',b'OLF',b'CTXpl',b'CTX',b'CH'
382,0,0,"b'Main olfactory bulb, granule layer'",b'MOBgr',b'MOBgr',b'MOBgr',b'MOB',b'OLF',b'CTXpl',b'CTX',b'CH'
383,0,0,"b'Main olfactory bulb, inner plexiform layer'",b'MOBipl',b'MOBipl',b'MOBipl',b'MOB',b'OLF',b'CTXpl',b'CTX',b'CH'
384,0,0,"b'Main olfactory bulb, mitral layer'",b'MOBmi',b'MOBmi',b'MOBmi',b'MOB',b'OLF',b'CTXpl',b'CTX',b'CH'
385,0,0,"b'Main olfactory bulb, outer plexiform layer'",b'MOBopl',b'MOBopl',b'MOBopl',b'MOB',b'OLF',b'CTXpl',b'CTX',b'CH'
386,0,0,b'Accessory olfactory bulb',b'AOB',b'AOB',b'AOB',b'AOB',b'OLF',b'CTXpl',b'CTX',b'CH'
387,0,0,"b'Accessory olfactory bulb, glomerular layer'",b'AOBgl',b'AOBgl',b'AOBgl',b'AOB',b'OLF',b'CTXpl',b'CTX',b'CH'
388,0,0,"b'Accessory olfactory bulb, granular layer'",b'AOBgr',b'AOBgr',b'AOBgr',b'AOB',b'OLF',b'CTXpl',b'CTX',b'CH'
389,0,0,"b'Accessory olfactory bulb, mitral layer'",b'AOBmi',b'AOBmi',b'AOBmi',b'AOB',b'OLF',b'CTXpl',b'CTX',b'CH'
390,0,0,b'Anterior olfactory nucleus',b'AON',b'AON',b'AON',b'AON',b'OLF',b'CTXpl',b'CTX',b'CH'
391,0,0,"b'Anterior olfactory nucleus, dorsal part'",b'AONd',b'AONd',b'AONd',b'AON',b'OLF',b'CTXpl',b'CTX',b'CH'
392,0,0,"b'Anterior olfactory nucleus, external part'",b'AONe',b'AONe',b'AONe',b'AON',b'OLF',b'CTXpl',b'CTX',b'CH'
393,0,0,"b'Anterior olfactory nucleus, lateral part'",b'AONl',b'AONl',b'AONl',b'AON',b'OLF',b'CTXpl',b'CTX',b'CH'
394,0,0,"b'Anterior olfactory nucleus, medial part'",b'AONm',b'AONm',b'AONm',b'AON',b'OLF',b'CTXpl',b'CTX',b'CH'
395,0,0,"b'Anterior olfactory nucleus, posteroventral part'",b'AONpv',b'AONpv',b'AONpv',b'AON',b'OLF',b'CTXpl',b'CTX',b'CH'
396,0,0,"b'Anterior olfactory nucleus, layer 1'",b'AON1',b'AON1',b'AON1',b'AON',b'OLF',b'CTXpl',b'CTX',b'CH'
397,0,0,"b'Anterior olfactory nucleus, layer 2'",b'AON2',b'AON2',b'AON2',b'AON',b'OLF',b'CTXpl',b'CTX',b'CH'
398,0,0,b'Taenia tecta',b'TT',b'TT',b'TT',b'TT',b'OLF',b'CTXpl',b'CTX',b'CH'
399,0,0,"b'Taenia tecta, dorsal part'",b'TTd',b'TTd',b'TTd',b'TT',b'OLF',b'CTXpl',b'CTX',b'CH'
400,0,0,"b'Taenia tecta, dorsal part, layers 1-4'",b'TTd1-4',b'TTd1-4',b'TTd',b'TT',b'OLF',b'CTXpl',b'CTX',b'CH'
401,0,0,"b'Taenia tecta, dorsal part, layer 1'",b'TTd1',b'TTd1',b'TTd',b'TT',b'OLF',b'CTXpl',b'CTX',b'CH'
402,0,0,"b'Taenia tecta, dorsal part, layer 2'",b'TTd2',b'TTd2',b'TTd',b'TT',b'OLF',b'CTXpl',b'CTX',b'CH'
403,0,0,"b'Taenia tecta, dorsal part, layer 3'",b'TTd3',b'TTd3',b'TTd',b'TT',b'OLF',b'CTXpl',b'CTX',b'CH'
404,0,0,"b'Taenia tecta, dorsal part, layer 4'",b'TTd4',b'TTd4',b'TTd',b'TT',b'OLF',b'CTXpl',b'CTX',b'CH'
405,0,0,"b'Taenia tecta, ventral part'",b'TTv',b'TTv',b'TTv',b'TT',b'OLF',b'CTXpl',b'CTX',b'CH'
406,0,0,"b'Taenia tecta, ventral part, layers 1-3'",b'TTv1-3',b'TTv1-3',b'TTv',b'TT',b'OLF',b'CTXpl',b'CTX',b'CH'
407,0,0,"b'Taenia tecta, ventral part, layer 1'",b'TTv1',b'TTv1',b'TTv',b'TT',b'OLF',b'CTXpl',b'CTX',b'CH'
408,0,0,"b'Taenia tecta, ventral part, layer 2'",b'TTv2',b'TTv2',b'TTv',b'TT',b'OLF',b'CTXpl',b'CTX',b'CH'
409,0,0,"b'Taenia tecta, ventral part, layer 3'",b'TTv3',b'TTv3',b'TTv',b'TT',b'OLF',b'CTXpl',b'CTX',b'CH'
410,0,0,b'Dorsal peduncular area',b'DP',b'DP',b'DP',b'DP',b'OLF',b'CTXpl',b'CTX',b'CH'
411,0,0,"b'Dorsal peduncular area, layer 1'",b'DP1',b'DP1',b'DP1',b'DP',b'OLF',b'CTXpl',b'CTX',b'CH'
412,0,0,"b'Dorsal peduncular area, layer 2'",b'DP2',b'DP2',b'DP2',b'DP',b'OLF',b'CTXpl',b'CTX',b'CH'
413,0,0,"b'Dorsal peduncular area, layer 2/3'",b'DP2/3',b'DP2/3',b'DP2/3',b'DP',b'OLF',b'CTXpl',b'CTX',b'CH'
414,0,0,"b'Dorsal peduncular area, layer 5'",b'DP5',b'DP5',b'DP5',b'DP',b'OLF',b'CTXpl',b'CTX',b'CH'
415,0,0,"b'Dorsal peduncular area, layer 6a'",b'DP6a',b'DP6a',b'DP6a',b'DP',b'OLF',b'CTXpl',b'CTX',b'CH'
416,0,0,b'Piriform area',b'PIR',b'PIR',b'PIR',b'PIR',b'OLF',b'CTXpl',b'CTX',b'CH'
417,0,0,"b'Piriform area, layers 1-3'",b'PIR1-3',b'PIR1-3',b'PIR1-3',b'PIR',b'OLF',b'CTXpl',b'CTX',b'CH'
418,0,0,"b'Piriform area, molecular layer'",b'PIR1',b'PIR1',b'PIR1',b'PIR',b'OLF',b'CTXpl',b'CTX',b'CH'
419,0,0,"b'Piriform area, pyramidal layer'",b'PIR2',b'PIR2',b'PIR2',b'PIR',b'OLF',b'CTXpl',b'CTX',b'CH'
420,0,0,"b'Piriform area, polymorph layer'",b'PIR3',b'PIR3',b'PIR3',b'PIR',b'OLF',b'CTXpl',b'CTX',b'CH'
421,0,0,b'Nucleus of the lateral olfactory tract',b'NLOT',b'NLOT',b'NLOT',b'NLOT',b'OLF',b'CTXpl',b'CTX',b'CH'
422,0,0,"b'Nucleus of the lateral olfactory tract, layers 1-3'",b'NLOT1-3',b'NLOT1-3',b'NLOT1-3',b'NLOT',b'OLF',b'CTXpl',b'CTX',b'CH'
423,0,0,"b'Nucleus of the lateral olfactory tract, molecular layer'",b'NLOT1',b'NLOT1',b'NLOT1',b'NLOT',b'OLF',b'CTXpl',b'CTX',b'CH'
424,0,0,"b'Nucleus of the lateral olfactory tract, pyramidal layer'",b'NLOT2',b'NLOT2',b'NLOT2',b'NLOT',b'OLF',b'CTXpl',b'CTX',b'CH'
425,0,0,"b'Nucleus of the lateral olfactory tract, layer 3'",b'NLOT3',b'NLOT3',b'NLOT3',b'NLOT',b'OLF',b'CTXpl',b'CTX',b'CH'
426,0,0,b'Cortical amygdalar area',b'COA',b'COA',b'COA',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
427,0,0,"b'Cortical amygdalar area, anterior part'",b'COAa',b'COAa',b'COAa',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
428,0,0,"b'Cortical amygdalar area, anterior part, layer 1'",b'COAa1',b'COAa1',b'COAa',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
429,0,0,"b'Cortical amygdalar area, anterior part, layer 2'",b'COAa2',b'COAa2',b'COAa',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
430,0,0,"b'Cortical amygdalar area, anterior part, layer 3'",b'COAa3',b'COAa3',b'COAa',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
431,0,0,"b'Cortical amygdalar area, posterior part'",b'COAp',b'COAp',b'COAp',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
432,0,0,"b'Cortical amygdalar area, posterior part, lateral zone'",b'COApl',b'COApl',b'COAp',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
433,0,0,"b'Cortical amygdalar area, posterior part, lateral zone, layers 1-2'",b'COApl1-2',b'COApl',b'COAp',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
434,0,0,"b'Cortical amygdalar area, posterior part, lateral zone, layers 1-3'",b'COApl1-3',b'COApl',b'COAp',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
435,0,0,"b'Cortical amygdalar area, posterior part, lateral zone, layer 1'",b'COApl1',b'COApl',b'COAp',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
436,0,0,"b'Cortical amygdalar area, posterior part, lateral zone, layer 2'",b'COApl2',b'COApl',b'COAp',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
437,0,0,"b'Cortical amygdalar area, posterior part, lateral zone, layer 3'",b'COApl3',b'COApl',b'COAp',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
438,0,0,"b'Cortical amygdalar area, posterior part, medial zone'",b'COApm',b'COApm',b'COAp',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
439,0,0,"b'Cortical amygdalar area, posterior part, medial zone, layers 1-2'",b'COApm1-2',b'COApm',b'COAp',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
440,0,0,"b'Cortical amygdalar area, posterior part, medial zone, layers 1-3'",b'COApm1-3',b'COApm',b'COAp',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
441,0,0,"b'Cortical amygdalar area, posterior part, medial zone, layer 1'",b'COApm1',b'COApm',b'COAp',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
442,0,0,"b'Cortical amygdalar area, posterior part, medial zone, layer 2'",b'COApm2',b'COApm',b'COAp',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
443,0,0,"b'Cortical amygdalar area, posterior part, medial zone, layer 3'",b'COApm3',b'COApm',b'COAp',b'COA',b'OLF',b'CTXpl',b'CTX',b'CH'
444,0,0,b'Piriform-amygdalar area',b'PAA',b'PAA',b'PAA',b'PAA',b'OLF',b'CTXpl',b'CTX',b'CH'
445,0,0,"b'Piriform-amygdalar area, layers 1-3'",b'PAA1-3',b'PAA1-3',b'PAA1-3',b'PAA',b'OLF',b'CTXpl',b'CTX',b'CH'
446,0,0,"b'Piriform-amygdalar area, molecular layer'",b'PAA1',b'PAA1',b'PAA1',b'PAA',b'OLF',b'CTXpl',b'CTX',b'CH'
447,0,0,"b'Piriform-amygdalar area, pyramidal layer'",b'PAA2',b'PAA2',b'PAA2',b'PAA',b'OLF',b'CTXpl',b'CTX',b'CH'
448,0,0,"b'Piriform-amygdalar area, polymorph layer'",b'PAA3',b'PAA3',b'PAA3',b'PAA',b'OLF',b'CTXpl',b'CTX',b'CH'
449,0,0,b'Postpiriform transition area',b'TR',b'TR',b'TR',b'TR',b'OLF',b'CTXpl',b'CTX',b'CH'
450,0,0,"b'Postpiriform transition area, layers 1-3'",b'TR1-3',b'TR1-3',b'TR1-3',b'TR',b'OLF',b'CTXpl',b'CTX',b'CH'
451,0,0,"b'Postpiriform transition area, layers 1'",b'TR1',b'TR1',b'TR1',b'TR',b'OLF',b'CTXpl',b'CTX',b'CH'
452,0,0,"b'Postpiriform transition area, layers 2'",b'TR2',b'TR2',b'TR2',b'TR',b'OLF',b'CTXpl',b'CTX',b'CH'
453,0,0,"b'Postpiriform transition area, layers 3'",b'TR3',b'TR3',b'TR3',b'TR',b'OLF',b'CTXpl',b'CTX',b'CH'
454,0,0,b'Hippocampal formation',b'HPF',b'HPF',b'HPF',b'HPF',b'HPF',b'CTXpl',b'CTX',b'CH'
455,0,0,b'Hippocampal region',b'HIP',b'HIP',b'HIP',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
456,0,0,b'Ammon's horn',b'CA',b'CA',b'CA',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
457,0,0,b'Field CA1',b'CA1',b'CA1',b'CA',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
458,0,0,"b'Field CA1, stratum lacunosum-moleculare'",b'CA1slm',b'CA1',b'CA',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
459,0,0,"b'Field CA1, stratum oriens'",b'CA1so',b'CA1',b'CA',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
460,0,0,"b'Field CA1, pyramidal layer'",b'CA1sp',b'CA1',b'CA',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
461,0,0,"b'Field CA1, stratum radiatum'",b'CA1sr',b'CA1',b'CA',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
462,0,0,b'Field CA2',b'CA2',b'CA2',b'CA',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
463,0,0,"b'Field CA2, stratum lacunosum-moleculare'",b'CA2slm',b'CA2',b'CA',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
464,0,0,"b'Field CA2, stratum oriens'",b'CA2so',b'CA2',b'CA',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
465,0,0,"b'Field CA2, pyramidal layer'",b'CA2sp',b'CA2',b'CA',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
466,0,0,"b'Field CA2, stratum radiatum'",b'CA2sr',b'CA2',b'CA',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
467,0,0,b'Field CA3',b'CA3',b'CA3',b'CA',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
468,0,0,"b'Field CA3, stratum lacunosum-moleculare'",b'CA3slm',b'CA3',b'CA',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
469,0,0,"b'Field CA3, stratum lucidum'",b'CA3slu',b'CA3',b'CA',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
470,0,0,"b'Field CA3, stratum oriens'",b'CA3so',b'CA3',b'CA',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
471,0,0,"b'Field CA3, pyramidal layer'",b'CA3sp',b'CA3',b'CA',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
472,0,0,"b'Field CA3, stratum radiatum'",b'CA3sr',b'CA3',b'CA',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
473,0,0,b'Dentate gyrus',b'DG',b'DG',b'DG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
474,0,0,"b'Dentate gyrus, molecular layer'",b'DG-mo',b'DG-mo',b'DG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
475,0,0,"b'Dentate gyrus, polymorph layer'",b'DG-po',b'DG-po',b'DG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
476,0,0,"b'Dentate gyrus, granule cell layer'",b'DG-sg',b'DG-sg',b'DG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
477,0,0,"b'Dentate gyrus, subgranular zone'",b'DG-sgz',b'DG-sgz',b'DG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
478,0,0,b'Dentate gyrus crest',b'DGcr',b'DGcr',b'DG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
479,0,0,"b'Dentate gyrus crest, molecular layer'",b'DGcr-mo',b'DGcr',b'DG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
480,0,0,"b'Dentate gyrus crest, polymorph layer'",b'DGcr-po',b'DGcr',b'DG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
481,0,0,"b'Dentate gyrus crest, granule cell layer'",b'DGcr-sg',b'DGcr',b'DG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
482,0,0,b'Dentate gyrus lateral blade',b'DGlb',b'DGlb',b'DG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
483,0,0,"b'Dentate gyrus lateral blade, molecular layer'",b'DGlb-mo',b'DGlb',b'DG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
484,0,0,"b'Dentate gyrus lateral blade, polymorph layer'",b'DGlb-po',b'DGlb',b'DG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
485,0,0,"b'Dentate gyrus lateral blade, granule cell layer'",b'DGlb-sg',b'DGlb',b'DG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
486,0,0,b'Dentate gyrus medial blade',b'DGmb',b'DGmb',b'DG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
487,0,0,"b'Dentate gyrus medial blade, molecular layer'",b'DGmb-mo',b'DGmb',b'DG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
488,0,0,"b'Dentate gyrus medial blade, polymorph layer'",b'DGmb-po',b'DGmb',b'DG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
489,0,0,"b'Dentate gyrus medial blade, granule cell layer'",b'DGmb-sg',b'DGmb',b'DG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
490,0,0,b'Fasciola cinerea',b'FC',b'FC',b'FC',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
491,0,0,b'Induseum griseum',b'IG',b'IG',b'IG',b'HIP',b'HPF',b'CTXpl',b'CTX',b'CH'
492,0,0,b'Retrohippocampal region',b'RHP',b'RHP',b'RHP',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
493,0,0,b'Entorhinal area',b'ENT',b'ENT',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
494,0,0,"b'Entorhinal area, lateral part'",b'ENTl',b'ENTl',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
495,0,0,"b'Entorhinal area, lateral part, layer 1'",b'ENTl1',b'ENTl',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
496,0,0,"b'Entorhinal area, lateral part, layer 2'",b'ENTl2',b'ENTl',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
497,0,0,"b'Entorhinal area, lateral part, layer 2/3'",b'ENTl2/3',b'ENTl',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
498,0,0,"b'Entorhinal area, lateral part, layer 2a'",b'ENTl2a',b'ENTl',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
499,0,0,"b'Entorhinal area, lateral part, layer 2b'",b'ENTl2b',b'ENTl',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
500,0,0,"b'Entorhinal area, lateral part, layer 3'",b'ENTl3',b'ENTl',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
501,0,0,"b'Entorhinal area, lateral part, layer 4'",b'ENTl4',b'ENTl',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
502,0,0,"b'Entorhinal area, lateral part, layer 4/5'",b'ENTl4/5',b'ENTl',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
503,0,0,"b'Entorhinal area, lateral part, layer 5'",b'ENTl5',b'ENTl',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
504,0,0,"b'Entorhinal area, lateral part, layer 5/6'",b'ENTl5/6',b'ENTl',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
505,0,0,"b'Entorhinal area, lateral part, layer 6a'",b'ENTl6a',b'ENTl',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
506,0,0,"b'Entorhinal area, lateral part, layer 6b'",b'ENTl6b',b'ENTl',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
507,0,0,"b'Entorhinal area, medial part, dorsal zone'",b'ENTm',b'ENTm',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
508,0,0,"b'Entorhinal area, medial part, dorsal zone, layer 1'",b'ENTm1',b'ENTm',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
509,0,0,"b'Entorhinal area, medial part, dorsal zone, layer 2'",b'ENTm2',b'ENTm',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
510,0,0,"b'Entorhinal area, medial part, dorsal zone, layer 2a'",b'ENTm2a',b'ENTm',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
511,0,0,"b'Entorhinal area, medial part, dorsal zone, layer 2b'",b'ENTm2b',b'ENTm',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
512,0,0,"b'Entorhinal area, medial part, dorsal zone, layer 3'",b'ENTm3',b'ENTm',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
513,0,0,"b'Entorhinal area, medial part, dorsal zone, layer 4'",b'ENTm4',b'ENTm',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
514,0,0,"b'Entorhinal area, medial part, dorsal zone, layer 5'",b'ENTm5',b'ENTm',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
515,0,0,"b'Entorhinal area, medial part, dorsal zone, layer 5/6'",b'ENTm5/6',b'ENTm',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
516,0,0,"b'Entorhinal area, medial part, dorsal zone, layer 6'",b'ENTm6',b'ENTm',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
